title,album,singer,id,date,populairty,duration,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,mood
Titliaan,,,1980E4Grgu5xAhNbFZ1mb1,,1,195484,0.745,0.757,6,-2.572,1,0.0333,0.332,0,0.125,0.712,123.962,4,energetic
Butterfly,,,480Zt0NUsxTql86SlMtiVz,,1,151912,0.853,0.752,4,-3.168,0,0.0417,0.17,0,0.0997,0.669,102.057,4,energetic
G.O.A.T.,,,46QbY78ha62aiu6gBgC7lS,,1,223636,0.544,0.917,1,-3.403,0,0.259,0.00313,0,0.26,0.686,176.068,4,energetic
Born to Shine,,,4XxfOvudrnBRdlgzEaq1sd,,1,213333,0.745,0.826,6,-4.339,0,0.0866,0.357,0,0.302,0.674,90.149,4,energetic
Haan Haige Aa,,,3XQUm9KbQxla0ZtXh0cdGv,,1,241711,0.835,0.854,11,-3.325,0,0.201,0.0183,0,0.144,0.543,140.039,4,energetic
Game,,,0TNB0RJsCi4WmeYtRqyAdt,,1,274667,0.562,0.749,4,-5.897,0,0.288,0.0683,0,0.222,0.557,180.137,4,energetic
Paapi,,,0M3TStLfFIEwxWMhNFilek,,1,268966,0.653,0.779,6,-4.817,0,0.338,0.238,0,0.0526,0.781,173.956,4,energetic
Bad,,,6fcfIo1jxbMNtE99krlTiD,,1,185806,0.752,0.709,2,-7.668,1,0.106,0.0639,0,0.0829,0.19,92.947,4,energetic
Chithiyaan,,,36T47GIlXspprLND3cJKqT,,1,198119,0.61,0.641,2,-6.315,0,0.0619,0.335,0,0.298,0.627,83.973,4,energetic
Bai Bai,,,4FuQxMZP3ToPrc17Jdh4r1,,1,273158,0.702,0.726,2,-5.46,1,0.261,0.318,0,0.281,0.735,151.942,4,energetic
Adhiya,,,5LEjxlKCcYH8irGpRtjbj0,,1,177398,0.753,0.758,10,-7.845,0,0.168,0.0901,0,0.0717,0.794,92.063,4,energetic
Jind Mahi,,,3SJVCbBFTxR6UvvTWRNbMp,,1,175000,0.73,0.705,5,-4.358,0,0.0328,0.286,0,0.113,0.655,139.924,4,energetic
Suit Suit,,,2mwBSO58y92EYmEFpDfmS7,,1,190132,0.767,0.869,2,-3.381,0,0.0908,0.14,0,0.221,0.751,98.208,4,energetic
Proper Patola,,,39ujbBjTwwqUFySaCYDMMT,,1,178605,0.77,0.824,1,-6.491,0,0.0851,0.485,0,0.318,0.49,172.006,4,energetic
"Coca Cola (From ""Luka Chuppi"")",,,2hOlxSH3Zck6a2ki4xtKGV,,1,179225,0.722,0.867,0,-3.652,0,0.0904,0.121,0.0052,0.123,0.893,102.009,4,energetic
Kya Baat Ay,,,1ZaeaGLhFSckG8sv1y7AWk,,1,179444,0.849,0.592,6,-4.309,0,0.102,0.632,2.39e-06,0.108,0.652,89.966,4,energetic
3 Peg,,,3G8o2zm7LaF6eeVuvLlrkJ,,1,204396,0.69,0.926,0,-0.223,0,0.253,0.14,0,0.112,0.791,167.927,4,energetic
So High,,,1W1dS4VnIrYnllQJ3CAcZy,,1,218667,0.538,0.763,11,-6.346,0,0.205,0.0152,0,0.109,0.484,180.002,4,energetic
Bapu Zimidar,,,0lx4lIIJFuml4T70332ZPC,,1,180528,0.723,0.911,6,-2.656,1,0.0443,0.14,0,0.235,0.9,80.949,4,energetic
Backbone,,,4t77OsiudWy4timV32lPa2,,1,175059,0.501,0.828,3,-2.495,0,0.114,0.053,0,0.135,0.483,84.659,4,energetic
Hornn Blow,,,170bb45dHeLQdCZjAltIiB,,1,146431,0.723,0.698,0,-3.155,0,0.287,0.209,0.000795,0.0513,0.529,169.837,4,energetic
Mercy,,,04VUjNx30IrigVZU3CQmrQ,,1,162405,0.835,0.767,4,-5.181,0,0.0877,0.0716,0.000187,0.173,0.786,89.972,4,energetic
Coca Cola Tu,,,10KNL7VQECMVOWA3HGxBQY,,1,191999,0.838,0.713,0,-4.21,0,0.0877,0.464,6.64e-05,0.141,0.95,96.988,4,energetic
Jaguar,,,0wLf47FjZT2nsv8Bj7UmQh,,1,166996,0.682,0.667,9,-7.53,0,0.229,0.505,0,0.204,0.764,89.936,4,energetic
Half Window Down,,,0p0ZY6i0RsjZwQvEsW7p8I,,1,215327,0.823,0.802,3,-5.493,0,0.182,0.156,2.96e-05,0.751,0.752,146.372,4,energetic
Pagol,,,6vKTm5I3Nqpw6CJt7NgHLz,,1,219336,0.724,0.498,1,-4.563,0,0.347,0.29,0,0.0996,0.869,169.976,4,energetic
Bombay to Punjab,,,1xoQjCAP6a63tZXbsMziXk,,1,243298,0.584,0.739,0,-4.951,1,0.369,0.117,0,0.0534,0.361,200.105,4,energetic
Sniper,,,6XuIOHBTbDi96DotEGEMpn,,1,176065,0.751,0.716,9,-7.006,0,0.229,0.0357,0,0.157,0.302,90.039,4,energetic
One Dream,,,1gB46lv0GpSLjXz2QKtbD8,,1,210051,0.774,0.85,9,-2.78,0,0.0491,0.578,0,0.125,0.85,149.941,4,energetic
4 Men Down,,,4R6kVUf0N0EENEB2cqluW3,,1,189257,0.758,0.495,1,-8.49,1,0.259,0.000193,0,0.282,0.542,94.078,4,energetic
2 Many Girls,,,2kZxFzDpTflucQbaBSHNsi,,1,203837,0.904,0.841,0,-5.553,0,0.0439,0.191,0,0.431,0.923,115.032,4,energetic
"Khat (From ""Khat"") (feat. Ikka)",,,4vDBjalSLBii57lKUcqznn,,1,228000,0.802,0.659,5,-4.19,0,0.0656,0.125,0,0.119,0.5,130.102,4,energetic
Shada,,,1c4gdZlCTJzOUi7rhr24wF,,1,238692,0.716,0.867,0,-4.048,1,0.0976,0.135,0,0.205,0.705,80.026,4,energetic
Buzz (feat. Badshah),,,3XYvdqcZrTmRntFDDbJkJd,,1,193414,0.663,0.551,3,-8.272,0,0.109,0.236,3.57e-05,0.0923,0.601,113.314,3,energetic
Kar Gayi Chull,,,3fPgIknlkDWXs1l2noKZbp,,1,187711,0.827,0.737,11,-5.473,0,0.0764,0.0316,0.000322,0.211,0.873,121.99,4,energetic
All Black,,,7n6AQKpZUGiJM2auF3yuDY,,1,218146,0.813,0.734,10,-5.464,0,0.0577,0.072,0,0.118,0.652,107.967,4,energetic
Yaari Chandigarh Waliye,,,2xzuUPOffYMIdOkOG7D0BI,,1,184939,0.611,0.88,2,-3.985,1,0.206,0.101,0,0.0935,0.888,168.056,4,energetic
Laden,,,36pM3rZdOPujNiuDlrW4na,,1,192784,0.619,0.966,1,-1.621,0,0.136,0.329,6.8e-06,0.0505,0.964,173.914,4,energetic
"Photo (From ""Luka Chuppi"")",,,5wdlz4N7s1Xyr4y4RXhZJM,,1,177159,0.739,0.644,0,-5.881,0,0.0503,0.103,0,0.189,0.315,94.996,4,energetic
Don’t Worry,,,2teGB5ifG84CGS3Y0pdhpS,,1,179513,0.763,0.745,10,-6.185,0,0.177,0.209,0,0.269,0.629,165.928,4,energetic
"Dekhte Dekhte (From ""Batti Gul Meter Chalu"")",,,0Iz4CkptElGHo16r797Jsb,,1,256271,0.799,0.828,9,-4.846,0,0.0782,0.424,0,0.145,0.627,105.04,4,energetic
Godzilla (feat. Juice WRLD),,,7FIWs0pqAYbP91WWM0vlTQ,,1,210800,0.808,0.745,10,-5.26,0,0.342,0.145,0,0.292,0.829,165.995,4,energetic
Rodeo - feat. Nas,,,7ikRId3U9AXd6tfF2fbItC,,1,145222,0.65,0.637,9,-6.195,1,0.0369,0.0814,0.000607,0.51,0.575,140.115,4,energetic
The Box,,,0nbXyq5TXYPCO7pr3N8S4I,,1,196653,0.896,0.586,10,-6.687,0,0.0559,0.104,0,0.79,0.642,116.971,4,energetic
ROXANNE,,,696DnlkuDOXcMAnKlTgXXK,,1,163636,0.621,0.601,6,-5.616,0,0.148,0.0522,0,0.46,0.457,116.735,5,energetic
Panini,,,1000nHvUdawXuUHgBod4Wv,,1,114893,0.703,0.594,5,-6.146,0,0.0752,0.342,0,0.123,0.475,153.848,4,energetic
FML,,,6lruHh1jF7ezgbLv72xYmf,,1,223000,0.822,0.575,5,-5.95,1,0.0934,0.113,0,0.106,0.616,100.087,4,energetic
hot girl bummer,,,6jRq8gaZhMUyy5RclRPcAf,,1,188344,0.782,0.559,6,-7.106,0,0.0767,0.125,0,0.385,0.685,129.992,1,energetic
goosebumps,,,6gBFPUFcJLzWGx4lenP6h2,,1,243837,0.841,0.728,7,-3.37,1,0.0484,0.0847,0,0.149,0.43,130.049,4,energetic
HIGHEST IN THE ROOM,,,3eekarcy7kvN4yt5ZFzltW,,1,175721,0.598,0.427,7,-8.764,0,0.0317,0.0546,5.83e-06,0.21,0.0605,76.469,4,energetic
MIDDLE CHILD,,,2JvzF1RMd7lE3KmFlsyZD8,,1,213594,0.837,0.364,8,-11.713,1,0.276,0.149,0,0.271,0.463,123.984,4,energetic
Fuck,,,6Wt4HzxqWDuHM5b4epx2jP,,1,154682,0.826,0.486,2,-8.237,1,0.232,0.0127,1.96e-05,0.259,0.105,129.979,4,energetic
Ill Mind of Hopsin 8,,,6IY2y3kjjLaNbxW4GLiYQR,,1,390005,0.743,0.787,5,-4.863,0,0.348,0.403,0,0.0553,0.71,126.98,4,energetic
The Greatest,,,7JpewU9FPkJyiOi0CErkpI,,1,214903,0.762,0.839,9,-4.676,1,0.307,0.21,0,0.275,0.197,122.047,4,energetic
Am I a Psycho? (feat. B.o.B. and Hopsin),,,3llSXHFVAnXcGAomKuI7KP,,1,244307,0.726,0.773,9,-3.144,1,0.316,0.0118,0,0.812,0.632,82.485,4,energetic
44 More,,,3e7Y6sfFlIdBMJhX7wpqVO,,1,188600,0.824,0.584,10,-7.098,0,0.221,0.0718,0,0.106,0.219,139.965,4,energetic
Professional Rapper (feat. Snoop Dogg),,,5TlAXiBCBwiQnIZUAA4Jkg,,1,353960,0.684,0.621,11,-8.442,0,0.362,0.432,0,0.607,0.537,128.882,3,energetic
Ill Mind of Hopsin 5,,,7dDLHlyZJBqEWSndlPWyCT,,1,289004,0.737,0.707,1,-11.113,1,0.448,0.514,0,0.393,0.561,98.121,4,energetic
I'm Sorry,,,3dqxngWDgh4tb0VSb83nvc,,1,349785,0.746,0.576,8,-7.461,1,0.414,0.252,0,0.074,0.337,110.2,4,energetic
Lucky You (feat. Joyner Lucas),,,60SdxE8apGAxMiRrpbmLY0,,1,244679,0.876,0.786,10,-4.884,0,0.306,0.0627,0,0.127,0.575,153.068,4,energetic
Revenge,,,43mwjiAXLMqkOv4vtlNweU,,1,269084,0.844,0.574,4,-4.886,0,0.382,0.306,0,0.11,0.476,158.047,4,energetic
Stranger Things,,,34I0nBvoE0ZXmqbKiJ5BWS,,1,219733,0.867,0.663,10,-5.838,0,0.178,0.443,0,0.117,0.481,121.978,4,energetic
Relegation Riddim,,,1jLJuGDpPwm3aoAGP6sapR,,1,279872,0.591,0.444,8,-16.098,0,0.39,0.217,0,0.231,0.588,71.619,4,energetic
Isis,,,36TO60sxDduIsO3xH8IcUh,,1,236000,0.918,0.837,1,-6.792,1,0.255,0.234,0,0.227,0.855,120.017,4,energetic
10 Bands,,,4dGLMiOBMUD74iiAGQ17cK,,1,214155,0.893,0.839,11,-6.785,1,0.0671,0.0911,1.83e-05,0.113,0.801,129.998,4,energetic
Keanu Reeves,,,3PYx9Wte3jwb48V0wArMOy,,1,225920,0.712,0.891,2,-6.457,1,0.24,0.0557,0,0.134,0.799,170.13,4,energetic
1-800-273-8255,,,5tz69p7tJuGPeMGwNTxYuV,,1,250173,0.62,0.574,5,-7.788,0,0.0479,0.569,0,0.19,0.357,100.023,4,energetic
Oh Wow,,,43iloSMNjOYqR5207cnqhO,,1,133918,0.764,0.697,1,-4.598,1,0.0535,0.108,0,0.14,0.576,96.928,4,energetic
Ill Mind of Hopsin 7,,,6rVujfYLm9YmdyjV5xTgsS,,1,350482,0.642,0.791,2,-3.859,0,0.322,0.0515,0,0.119,0.331,93.015,4,energetic
ADHD,,,5L0X8T8HNaUAIYw1oofg1M,,1,205803,0.574,0.788,10,-6.778,1,0.0638,0.0156,0,0.37,0.34,83.94,4,energetic
Enemy,,,6qbDaweRAmUpXmQfJyX1Xd,,1,114313,0.721,0.504,6,-3.544,0,0.0474,0.306,0,0.116,0.0723,140.005,4,energetic
Wiggity,,,2jsVAbrqdqpRr4MbKJXLc4,,1,110713,0.896,0.382,6,-8.125,1,0.0962,0.585,9.61e-05,0.1,0.53,82.45,4,energetic
5 shots,,,0znCw9dSfsrBGUtxAzd9kD,,1,181710,0.918,0.449,1,-5.702,1,0.0605,0.124,0,0.0595,0.481,91.978,4,energetic
Ballin' (with Roddy Ricch),,,3QzAOrNlsabgbMwlZt7TAY,,1,180435,0.809,0.545,7,-6.678,1,0.0735,0.392,0,0.151,0.244,97.008,4,energetic
All That,,,2rzl7pljzUTkNI66aPTz3A,,1,166991,0.734,0.572,1,-5.915,1,0.25,0.0647,0,0.445,0.365,134.876,4,energetic
Rodeo,,,4ak7xjvBeBOcJGWFDX9w5n,,1,158707,0.706,0.679,9,-5.614,1,0.0324,0.139,6.98e-05,0.465,0.657,140.081,4,energetic
Panini - DaBaby Remix,,,4SDgTLDYrJ2UrHbkRkg7MD,,1,151040,0.717,0.598,5,-5.613,0,0.0809,0.22,0,0.122,0.496,153.905,4,energetic
"Rap, Cerva, Erva e Muita Larica",,,5sIxCKnrs3V6FG0M5XxmgD,,1,251002,0.787,0.713,11,-2.063,1,0.304,0.00323,0,0.0458,0.779,86.236,4,energetic
Pure Water (with Migos),,,3j84U36KvLeXNDPv4t5pI8,,1,192471,0.682,0.559,0,-5.545,1,0.127,0.174,0,0.344,0.137,202.015,4,energetic
Erase Your Social,,,4uhvMW7ly7tJil31YYscAN,,1,199993,0.705,0.609,3,-5.728,1,0.0729,0.694,0,0.234,0.718,140.058,4,energetic
Walk Man,,,1xFfbxmfenEpn4WawGWXiA,,1,165938,0.928,0.696,4,-4.972,0,0.0866,0.331,0.000119,0.121,0.396,94.994,4,energetic
Fast Lane,,,2c5Isyd07hWsl7AQia2Dig,,1,249560,0.615,0.871,1,-3.804,1,0.281,0.0388,0,0.246,0.338,119.149,5,energetic
Beast Unleashed,,,31JBtF1HCTZlFnmJDxZrD4,,1,120000,0.722,0.758,9,-5.797,1,0.102,0.0532,0,0.452,0.551,140.009,4,energetic
What They Want,,,3pndPhlQWjuSoXhcIIdBjv,,1,165853,0.71,0.404,1,-10.04,0,0.379,0.484,0,0.0953,0.398,139.553,4,energetic
How Can U Sleep (feat. Lil Dicky & The Game),,,1cURnGaH9mR7YM8SsJHZeS,,1,266370,0.887,0.745,11,-3.428,1,0.169,0.104,0,0.289,0.249,123.031,4,energetic
Bounce Back,,,0SGkqnVQo9KPytSri1H6cF,,1,222360,0.78,0.575,1,-5.628,0,0.139,0.106,0,0.129,0.273,81.502,4,energetic
Moral of the Story,,,2CCfScv56g3qG0tCtM1d0P,,1,242107,0.734,0.485,6,-10.431,1,0.234,0.0727,0,0.067,0.531,78.067,4,energetic
Movement,,,4OLI1dUkU9GFHm3IUgChaf,,1,163196,0.774,0.659,3,-6.909,1,0.206,0.0424,0.000501,0.302,0.467,99.018,4,energetic
High Right Now (feat. Wiz Khalifa) - Remix,,,5DPASDOoVakOcD8EIhb46T,,1,175759,0.737,0.548,4,-7.003,0,0.0498,0.0127,9.76e-06,0.176,0.156,160.058,4,energetic
Cash Machine,,,6w74l0iUI1RysAUrc7Q1i5,,1,176950,0.417,0.624,9,-6.61,1,0.037,0.0159,0.000125,0.175,0.497,200.136,4,energetic
All That,,,2rzl7pljzUTkNI66aPTz3A,,1,166991,0.734,0.572,1,-5.915,1,0.25,0.0647,0,0.445,0.365,134.876,4,energetic
Bury Me Alive,,,3sm9P6PgKzatTgyiyj0IzQ,,1,164188,0.636,0.817,9,-6.236,1,0.167,0.0149,3.1e-06,0.196,0.638,103.929,4,energetic
Enemy,,,6qbDaweRAmUpXmQfJyX1Xd,,1,114313,0.721,0.504,6,-3.544,0,0.0474,0.306,0,0.116,0.0723,140.005,4,energetic
Sound Is Vibration,,,0S9k1ETTIQTZO6gM3P339M,,1,237747,0.745,0.847,7,-5.094,1,0.295,0.0594,0,0.324,0.53,88.034,4,energetic
Everything Is Kosher,,,3LB9rXCEsg7cGYGcb9P0pk,,1,142821,0.608,0.75,4,-3.976,0,0.4,0.167,1.52e-05,0.788,0.811,151.966,4,energetic
Shaush,,,1jcmmzW0MLHfWoY5X8orBE,,1,103803,0.777,0.762,11,-2.304,0,0.368,0.107,0,0.351,0.688,83.907,4,energetic
Time fo Tht,,,1l2cc3l7ngYsUEheFVhxgH,,1,85714,0.766,0.595,9,-5.549,0,0.465,0.0551,0,0.313,0.511,133.131,4,energetic
Typical Story,,,3EY1vEkydU2oguC17jzhTZ,,1,191069,0.421,0.935,7,-2.601,1,0.438,0.00978,0,0.165,0.645,155.855,4,energetic
Asshole,,,0EKbMWOt2ZwdEcqgRpLHaC,,1,156078,0.748,0.802,5,-6.271,1,0.113,0.595,0.000678,0.113,0.874,159.984,4,energetic
Yungsadyori,,,4IzBudTUJlMTiGwppTvxFg,,1,76692,0.528,0.519,8,-7.771,1,0.458,0.0104,0.000115,0.12,0.0818,186.786,4,energetic
Purple Hat,,,0bGH7ezs7WdDwpqnsvGf1z,,1,178369,0.777,0.744,9,-7.42,1,0.204,0.331,0.0073,0.088,0.654,94.019,4,energetic
Purple Hat - Dillon Francis Remix,,,4A6rQPtRyDlbpHU6832nOe,,1,170182,0.781,0.691,2,-6.937,1,0.0493,0.0176,0.492,0.375,0.113,110.007,4,energetic
High Right Now,,,18LhA0zBzAa2YnhcN3hWGa,,1,163168,0.703,0.557,4,-6.798,0,0.0438,0.0116,9.85e-05,0.12,0.127,159.985,4,energetic
"Wait For Me (feat. G-Eazy, Wiz Khalifa & Prinze George)",,,6Rz7TXNHJpsyUs0Jcls38b,,1,224981,0.562,0.442,6,-7.761,0,0.155,0.132,2.62e-05,0.124,0.127,139.805,4,energetic
Drinking Problem (feat. 27CLUB),,,7piU1yHaKMD9PaOPvEymOr,,1,155893,0.514,0.712,2,-7.281,1,0.334,0.428,8.77e-06,0.112,0.487,76.393,4,energetic
A LOT TO LOSE,,,7yL4wdksHlDnmKvofxMTBE,,1,180747,0.607,0.766,1,-5.65,1,0.0475,0.193,0,0.131,0.425,160.008,4,energetic
Stoner Thoughts,,,27E4psA6L8EPkArzqOwT0j,,1,188813,0.789,0.527,5,-5.72,1,0.0972,0.123,0,0.0445,0.689,81.508,4,energetic
She Bad,,,23dK8Cue1FvIDX4yRtXkNO,,1,221714,0.679,0.526,4,-7.641,0,0.172,0.197,0,0.0792,0.231,105.133,4,energetic
What I Know Now (feat. Wiz Khalifa),,,3wImXdE4bliIVSEl3lVue1,,1,180853,0.615,0.698,6,-3.212,1,0.0485,0.0812,1.17e-06,0.18,0.437,80.024,4,energetic
Fast,,,6MjNilJCVKJq0LfFvo5jWJ,,1,208518,0.623,0.608,1,-5.937,0,0.0434,0.426,0,0.105,0.263,84.98,4,energetic
When I Grow Up,,,5rLyYxZNzca00ENADO9m54,,1,196800,0.817,0.814,2,-3.985,1,0.185,0.32,0,0.152,0.247,109.994,4,energetic
Doozy,,,0S4pgFsWAkFNdeu8pAHCm4,,1,260156,0.714,0.919,11,-3.411,1,0.38,0.146,0,0.174,0.671,80.514,4,energetic
Winter Blues,,,3LHbk7L7mFQj0Wiv4dB9lR,,1,275298,0.643,0.766,0,-6.141,0,0.425,0.843,3.14e-06,0.228,0.54,131.001,4,energetic
Donald Trump,,,5oMkgWZqmKjaJHrsXcsZZy,,1,164523,0.716,0.936,1,-4.968,0,0.123,0.0318,0,0.367,0.799,81.508,4,energetic
Lucid Dreams,,,285pBltuF7vW8TeWk8hdRR,,1,239836,0.511,0.566,6,-7.23,0,0.2,0.349,0,0.34,0.218,83.903,4,energetic
SICKO MODE,,,2xLMifQCjDGFmkHkpNLD9h,,1,312820,0.834,0.73,8,-3.714,1,0.222,0.00513,0,0.124,0.446,155.008,4,energetic
Ultimate,,,6R0GRYk2vs2XuBVemYK5YZ,,1,189974,0.493,0.826,9,-3.106,1,0.311,0.095,3.42e-06,0.252,0.75,112.865,4,energetic
Wobbin,,,7v0mlaC3RWkUK1XsOFXM7z,,1,241597,0.802,0.523,4,-4.673,1,0.33,0.153,0.000163,0.145,0.479,179.99,4,energetic
BLIND (feat. Young Thug),,,2T5NBwKRySiCR78vVk08vr,,1,153467,0.709,0.679,11,-6.503,0,0.346,0.0115,0,0.0971,0.754,162.973,4,energetic
Tap In,,,4Hpib09wXgD84w4uwTPnYD,,1,139413,0.954,0.696,10,-7.117,0,0.204,0.00576,0.000498,0.0754,0.432,100.036,4,energetic
Conversations,,,4K06PO78fW4mnBVenxGNob,,1,181661,0.747,0.622,11,-5.825,1,0.0838,0.176,0,0.151,0.57,159.93,4,energetic
Walk Em Down (feat. Roddy Ricch),,,4cSSL3YafYjM3yjgFO1vJg,,1,173288,0.867,0.744,2,-5.171,1,0.227,0.268,0,0.0713,0.645,84.005,4,energetic
Homicide (feat. Eminem),,,7M2tXmeS15NAzEn7ABFeBg,,1,245387,0.694,0.759,10,-5.667,0,0.398,0.137,0,0.167,0.77,140.055,4,energetic
Ballin,,,17N5FdRwJuv3UXQ7MHnbhF,,1,166080,0.737,0.854,3,-6.414,0,0.221,0.0475,0,0.0905,0.65,150.621,4,energetic
When I Grow Up,,,0hWzB4dR1zwcokPvccww0k,,1,196800,0.817,0.814,2,-3.985,1,0.185,0.32,0,0.152,0.247,109.994,4,energetic
Time,,,6MxMqCgqmekcr0VwSU7AVH,,1,240429,0.677,0.688,0,-4.058,0,0.0633,0.138,0,0.114,0.198,98.049,4,energetic
Hate Myself,,,5PdEiev2BkKiZtZFcNKjfM,,1,260253,0.533,0.84,9,-5.283,0,0.167,0.234,0,0.114,0.361,116.882,4,energetic
CLOUDS,,,5UMMPHPp6vRP6ghPpSUOzp,,1,243750,0.793,0.65,1,-3.944,1,0.397,0.371,0,0.854,0.809,128.111,4,energetic
CLOUDS - Edit,,,3K8WGcz1AB6MvSlRypACC8,,1,229687,0.832,0.693,1,-3.667,1,0.339,0.354,0,0.637,0.861,128.041,4,energetic
Let You Down,,,52okn5MNA47tk87PeZJLEL,,1,212120,0.662,0.714,5,-5.68,0,0.121,0.312,0,0.179,0.464,147.997,4,energetic
Lie,,,07FkzikE6FuHIa8Ma7zJGc,,1,209213,0.513,0.661,5,-6.419,1,0.24,0.161,0,0.246,0.179,94.791,4,energetic
If You Want Love,,,3i5qVV8azKqGFK4Gzdt5YS,,1,199387,0.551,0.386,0,-10.22,1,0.132,0.659,0,0.125,0.245,116.409,1,energetic
Paralyzed,,,5DHQKZCOZhGNTbYBCekWx0,,1,270453,0.51,0.643,0,-6.602,1,0.0485,0.214,3.22e-06,0.101,0.0397,130.081,4,energetic
The Search,,,3oLe5ZILASG8vU5dxIMfLY,,1,248053,0.789,0.789,2,-4.813,1,0.298,0.598,0,0.099,0.37,119.95,4,energetic
Chasing_(Demo),,,4f80SteKqaB6M2JytEUrwT,,1,181714,0.498,0.0942,1,-18.713,1,0.126,0.952,0,0.13,0.299,139.218,4,energetic
WHATS POPPIN,,,1jaTQ3nqY3oAAYyCTbIvnM,,1,139741,0.923,0.604,11,-6.671,0,0.245,0.017,0,0.272,0.826,145.062,4,energetic
"Whats Poppin (feat. DaBaby, Tory Lanez & Lil Wayne) [Remix] - Bonus Track",,,0ZLuW8uOXdFNWcI40C0OC2,,1,227478,0.904,0.723,11,-5.224,0,0.26,0.0631,0,0.185,0.835,145.013,4,energetic
ROCKSTAR (feat. Roddy Ricch) - BLM REMIX,,,3GBWERDFODMjX1ysTXLnmS,,1,204547,0.747,0.689,11,-7.246,1,0.242,0.197,0,0.0884,0.75,89.901,4,energetic
Blueberry Faygo,,,22LAwLoDA5b4AaGSkg6bKW,,1,162547,0.774,0.554,0,-7.909,1,0.0383,0.207,0,0.132,0.349,99.034,4,energetic
After Party,,,527k23H0A4Q0UJN3vGs0Da,,1,167916,0.629,0.692,5,-8.045,1,0.0376,0.00981,0.331,0.603,0.453,162.948,4,energetic
2019,,,4DERbz1e89YD9VZt7or9GB,,1,112245,0.596,0.881,11,-5.228,0,0.119,0.153,0,0.16,0.302,147.038,4,energetic
The Sky Is A Neighborhood,,,3kdMzXOcrDIdSWLdONHNK5,,1,244573,0.357,0.549,11,-7.843,0,0.0698,0.000798,0.00485,0.22,0.531,130.749,4,energetic
Boomerang,,,79bq1g4fcKqTtBQkK4B61O,,1,205760,0.594,0.975,0,-3.21,1,0.0618,5.13e-05,0.713,0.16,0.899,129.022,4,energetic
Freeze Me,,,50jXnyrzW4mcBBqFTMEoAC,,1,198081,0.511,0.724,0,-5.927,1,0.0311,0.000826,0.00019,0.23,0.536,130.029,4,energetic
Thank God I'm Not You,,,4YZVtRbdGOhHdGNi4JpCL5,,1,194626,0.542,0.828,11,-3.91,0,0.0536,0.00175,0.0136,0.06,0.785,126.037,4,energetic
Moving to New York,,,7GvkOFkNsM6Exnkyqeajqm,,1,210560,0.252,0.886,9,-4.678,0,0.0714,2.93e-05,5.33e-06,0.256,0.498,161.939,4,energetic
I Bet You Look Good On The Dancefloor,,,3DQVgcqaP3iSMbaKsd57l5,,1,173680,0.535,0.948,6,-4.19,0,0.0356,0.00225,0,0.376,0.778,103.183,4,energetic
The Way You Used To Do,,,52LL3IFB8N3PaJmoZ8Xii1,,1,274282,0.482,0.843,0,-5.909,1,0.288,0.0103,0.103,0.362,0.433,97.907,4,energetic
No One Knows,,,6y20BV5L33R8YXM0YuI38N,,1,278747,0.509,0.584,0,-4.907,1,0.057,0.0368,9.96e-05,0.384,0.685,170.411,4,energetic
I Only Lie When I Love You,,,1LbwMX3159t6QxG3u7DRWe,,1,169720,0.65,0.886,11,-4.821,1,0.0483,0.00111,0.000129,0.334,0.88,124.013,4,energetic
Kicks,,,274tSPavv09i163nBnYrCU,,1,195173,0.64,0.83,10,-5.43,0,0.0652,0.129,0,0.29,0.62,95.004,4,energetic
Paralyzer,,,28IEbk5a7twNTbUEvWslUb,,1,208107,0.644,0.939,11,-3.486,0,0.0456,0.157,0,0.233,0.861,106.031,4,energetic
Riot,,,1Q2fYlSdwuutWj3QplhY9q,,1,207587,0.185,0.948,8,-3.892,1,0.147,0.0104,0,0.105,0.316,196.578,3,energetic
Savior,,,1vcxF91pWs9uNwDROuiCPB,,1,242280,0.554,0.932,5,-3.424,0,0.0485,0.00154,0.000142,0.425,0.478,112.49,4,energetic
Are You Gonna Be My Girl,,,305WCRhhS10XUcH6AEwZk6,,1,213800,0.613,0.953,2,-3.435,1,0.0855,0.00148,0.000582,0.152,0.537,105.046,4,energetic
Out of the Black,,,1INksmStBpxdNlBzwGUvsg,,1,240572,0.52,0.981,2,-2.75,1,0.0906,0.000867,0.00177,0.197,0.633,158.937,4,energetic
Run,,,1wLQwg0mloy3yXjL0jPE0N,,1,323373,0.365,0.892,4,-8.036,0,0.0786,3.31e-05,0.0948,0.751,0.176,136.133,4,energetic
Body Talks,,,6spaGIZEfeDYlgAupMI34k,,1,178116,0.37,0.855,8,-3.232,0,0.29,0.00354,0,0.372,0.65,185.791,4,energetic
1933,,,1PhwjWzUJRNcKBhgVhxG8l,,1,187213,0.468,0.851,0,-4.069,1,0.152,0.00843,0,0.213,0.68,185.833,4,energetic
Slaughterhouse,,,7vp1UlW0aAWLyg67yjw3Vo,,1,236587,0.549,0.638,9,-5.775,1,0.0392,0.016,0.00131,0.26,0.536,141.95,4,energetic
Getting Along,,,1Ly7xppUgLEZ4iwxRAR9Sf,,1,137307,0.528,0.973,11,-3.798,0,0.106,0.000661,0,0.363,0.473,94.009,4,energetic
